product,price,quantity,date,region
lapis morsel,$1.99 ,494,4/30/2021,east
lapis morsel,$1.99 ,441,4/30/2021,west
pink morsel,$5.00 ,492,5/1/2021,north
pink morsel,$5.00 ,433,5/1/2021,south
pink morsel,$5.00 ,422,5/1/2021,east
pink morsel,$5.00 ,464,5/1/2021,west
gold morsel,$9.99 ,473,5/1/2021,north
gold morsel,$9.99 ,481,5/1/2021,south
gold morsel,$9.99 ,410,5/1/2021,east
gold morsel,$9.99 ,467,5/1/2021,west
magenta morsel,$2.50 ,457,5/1/2021,north
magenta morsel,$2.50 ,405,5/1/2021,south
magenta morsel,$2.50 ,419,5/1/2021,east
magenta morsel,$2.50 ,408,5/1/2021,west
chartreuse morsel,$3.00 ,480,5/1/2021,north
chartreuse morsel,$3.00 ,481,5/1/2021,south
chartreuse morsel,$3.00 ,477,5/1/2021,east
chartreuse morsel,$3.00 ,420,5/1/2021,west
periwinkle morsel,$1.25 ,450,5/1/2021,north
periwinkle morsel,$1.25 ,492,5/1/2021,south
periwinkle morsel,$1.25 ,499,5/1/2021,east
periwinkle morsel,$1.25 ,428,5/1/2021,west
vermilion morsel,$4.99 ,425,5/1/2021,north
vermilion morsel,$4.99 ,459,5/1/2021,south
vermilion morsel,$4.99 ,417,5/1/2021,east
vermilion morsel,$4.99 ,436,5/1/2021,west
lapis morsel,$1.99 ,416,5/1/2021,north
lapis morsel,$1.99 ,482,5/1/2021,south
lapis morsel,$1.99 ,456,5/1/2021,east
lapis morsel,$1.99 ,428,5/1/2021,west
pink morsel,$5.00 ,461,5/2/2021,north
pink morsel,$5.00 ,429,5/2/2021,south
pink morsel,$5.00 ,492,5/2/2021,east
pink morsel,$5.00 ,452,5/2/2021,west
gold morsel,$9.99 ,408,5/2/2021,north
gold morsel,$9.99 ,500,5/2/2021,south
gold morsel,$9.99 ,401,5/2/2021,east
gold morsel,$9.99 ,425,5/2/2021,west
magenta morsel,$2.50 ,413,5/2/2021,north
magenta morsel,$2.50 ,465,5/2/2021,south
magenta morsel,$2.50 ,436,5/2/2021,east
magenta morsel,$2.50 ,439,5/2/2021,west
chartreuse morsel,$3.00 ,488,5/2/2021,north
chartreuse morsel,$3.00 ,469,5/2/2021,south
chartreuse morsel,$3.00 ,400,5/2/2021,east
chartreuse morsel,$3.00 ,414,5/2/2021,west
periwinkle morsel,$1.25 ,407,5/2/2021,north
periwinkle morsel,$1.25 ,402,5/2/2021,south
periwinkle morsel,$1.25 ,475,5/2/2021,east
periwinkle morsel,$1.25 ,496,5/2/2021,west
vermilion morsel,$4.99 ,409,5/2/2021,north
vermilion morsel,$4.99 ,420,5/2/2021,south
vermilion morsel,$4.99 ,419,5/2/2021,east
vermilion morsel,$4.99 ,492,5/2/2021,west
lapis morsel,$1.99 ,456,5/2/2021,north
lapis morsel,$1.99 ,439,5/2/2021,south
lapis morsel,$1.99 ,435,5/2/2021,east
lapis morsel,$1.99 ,426,5/2/2021,west
pink morsel,$5.00 ,471,5/3/2021,north
pink morsel,$5.00 ,414,5/3/2021,south
pink morsel,$5.00 ,491,5/3/2021,east
pink morsel,$5.00 ,418,5/3/2021,west
gold morsel,$9.99 ,464,5/3/2021,north
gold morsel,$9.99 ,425,5/3/2021,south
gold morsel,$9.99 ,495,5/3/2021,east
gold morsel,$9.99 ,412,5/3/2021,west
magenta morsel,$2.50 ,417,5/3/2021,north
magenta morsel,$2.50 ,469,5/3/2021,south
magenta morsel,$2.50 ,436,5/3/2021,east
magenta morsel,$2.50 ,423,5/3/2021,west
chartreuse morsel,$3.00 ,420,5/3/2021,north
chartreuse morsel,$3.00 ,434,5/3/2021,south
chartreuse morsel,$3.00 ,404,5/3/2021,east
chartreuse morsel,$3.00 ,450,5/3/2021,west
periwinkle morsel,$1.25 ,460,5/3/2021,north
periwinkle morsel,$1.25 ,427,5/3/2021,south
periwinkle morsel,$1.25 ,479,5/3/2021,east
periwinkle morsel,$1.25 ,491,5/3/2021,west
vermilion morsel,$4.99 ,449,5/3/2021,north
vermilion morsel,$4.99 ,462,5/3/2021,south
vermilion morsel,$4.99 ,470,5/3/2021,east
vermilion morsel,$4.99 ,408,5/3/2021,west
lapis morsel,$1.99 ,496,5/3/2021,north
lapis morsel,$1.99 ,498,5/3/2021,south
lapis morsel,$1.99 ,410,5/3/2021,east
lapis morsel,$1.99 ,482,5/3/2021,west
pink morsel,$5.00 ,454,5/4/2021,north
pink morsel,$5.00 ,485,5/4/2021,south
pink morsel,$5.00 ,483,5/4/2021,east
pink morsel,$5.00 ,413,5/4/2021,west
gold morsel,$9.99 ,444,5/4/2021,north
gold morsel,$9.99 ,443,5/4/2021,south
gold morsel,$9.99 ,496,5/4/2021,east
gold morsel,$9.99 ,416,5/4/2021,west
magenta morsel,$2.50 ,437,5/4/2021,north
magenta morsel,$2.50 ,453,5/4/2021,south
magenta morsel,$2.50 ,405,5/4/2021,east
magenta morsel,$2.50 ,472,5/4/2021,west
chartreuse morsel,$3.00 ,430,5/4/2021,north
chartreuse morsel,$3.00 ,416,5/4/2021,south
chartreuse morsel,$3.00 ,482,5/4/2021,east
chartreuse morsel,$3.00 ,461,5/4/2021,west
periwinkle morsel,$1.25 ,476,5/4/2021,north
periwinkle morsel,$1.25 ,464,5/4/2021,south
periwinkle morsel,$1.25 ,457,5/4/2021,east
periwinkle morsel,$1.25 ,459,5/4/2021,west
vermilion morsel,$4.99 ,488,5/4/2021,north
vermilion morsel,$4.99 ,406,5/4/2021,south
vermilion morsel,$4.99 ,466,5/4/2021,east
vermilion morsel,$4.99 ,484,5/4/2021,west
lapis morsel,$1.99 ,466,5/4/2021,north
lapis morsel,$1.99 ,451,5/4/2021,south
lapis morsel,$1.99 ,461,5/4/2021,east
lapis morsel,$1.99 ,474,5/4/2021,west
pink morsel,$5.00 ,463,5/5/2021,north
pink morsel,$5.00 ,424,5/5/2021,south
pink morsel,$5.00 ,466,5/5/2021,east
pink morsel,$5.00 ,459,5/5/2021,west
gold morsel,$9.99 ,495,5/5/2021,north
gold morsel,$9.99 ,440,5/5/2021,south
gold morsel,$9.99 ,411,5/5/2021,east
gold morsel,$9.99 ,483,5/5/2021,west
magenta morsel,$2.50 ,445,5/5/2021,north
magenta morsel,$2.50 ,410,5/5/2021,south
magenta morsel,$2.50 ,431,5/5/2021,east
magenta morsel,$2.50 ,426,5/5/2021,west
chartreuse morsel,$3.00 ,473,5/5/2021,north
chartreuse morsel,$3.00 ,436,5/5/2021,south
chartreuse morsel,$3.00 ,412,5/5/2021,east
chartreuse morsel,$3.00 ,461,5/5/2021,west
periwinkle morsel,$1.25 ,448,5/5/2021,north
periwinkle morsel,$1.25 ,477,5/5/2021,south
periwinkle morsel,$1.25 ,428,5/5/2021,east
periwinkle morsel,$1.25 ,419,5/5/2021,west
vermilion morsel,$4.99 ,469,5/5/2021,north
vermilion morsel,$4.99 ,467,5/5/2021,south
vermilion morsel,$4.99 ,439,5/5/2021,east
vermilion morsel,$4.99 ,426,5/5/2021,west
lapis morsel,$1.99 ,448,5/5/2021,north
lapis morsel,$1.99 ,438,5/5/2021,south
lapis morsel,$1.99 ,418,5/5/2021,east
lapis morsel,$1.99 ,428,5/5/2021,west
pink morsel,$5.00 ,424,5/6/2021,north
pink morsel,$5.00 ,410,5/6/2021,south
pink morsel,$5.00 ,428,5/6/2021,east
pink morsel,$5.00 ,446,5/6/2021,west
gold morsel,$9.99 ,458,5/6/2021,north
gold morsel,$9.99 ,493,5/6/2021,south
gold morsel,$9.99 ,401,5/6/2021,east
gold morsel,$9.99 ,472,5/6/2021,west
magenta morsel,$2.50 ,487,5/6/2021,north
magenta morsel,$2.50 ,447,5/6/2021,south
magenta morsel,$2.50 ,494,5/6/2021,east
magenta morsel,$2.50 ,425,5/6/2021,west
chartreuse morsel,$3.00 ,461,5/6/2021,north
chartreuse morsel,$3.00 ,466,5/6/2021,south
chartreuse morsel,$3.00 ,412,5/6/2021,east
chartreuse morsel,$3.00 ,411,5/6/2021,west
periwinkle morsel,$1.25 ,499,5/6/2021,north
periwinkle morsel,$1.25 ,453,5/6/2021,south
periwinkle morsel,$1.25 ,493,5/6/2021,east
periwinkle morsel,$1.25 ,415,5/6/2021,west
vermilion morsel,$4.99 ,426,5/6/2021,north
vermilion morsel,$4.99 ,436,5/6/2021,south
vermilion morsel,$4.99 ,417,5/6/2021,east
vermilion morsel,$4.99 ,411,5/6/2021,west
lapis morsel,$1.99 ,451,5/6/2021,north
lapis morsel,$1.99 ,439,5/6/2021,south
lapis morsel,$1.99 ,409,5/6/2021,east
lapis morsel,$1.99 ,467,5/6/2021,west
pink morsel,$5.00 ,418,5/7/2021,north
pink morsel,$5.00 ,467,5/7/2021,south
pink morsel,$5.00 ,425,5/7/2021,east
pink morsel,$5.00 ,476,5/7/2021,west
gold morsel,$9.99 ,476,5/7/2021,north
gold morsel,$9.99 ,473,5/7/2021,south
gold morsel,$9.99 ,456,5/7/2021,east
gold morsel,$9.99 ,483,5/7/2021,west
magenta morsel,$2.50 ,411,5/7/2021,north
magenta morsel,$2.50 ,408,5/7/2021,south
magenta morsel,$2.50 ,427,5/7/2021,east
magenta morsel,$2.50 ,492,5/7/2021,west
chartreuse morsel,$3.00 ,456,5/7/2021,north
chartreuse morsel,$3.00 ,417,5/7/2021,south
chartreuse morsel,$3.00 ,438,5/7/2021,east
chartreuse morsel,$3.00 ,430,5/7/2021,west
periwinkle morsel,$1.25 ,460,5/7/2021,north
periwinkle morsel,$1.25 ,404,5/7/2021,south
periwinkle morsel,$1.25 ,497,5/7/2021,east
periwinkle morsel,$1.25 ,431,5/7/2021,west
vermilion morsel,$4.99 ,479,5/7/2021,north
vermilion morsel,$4.99 ,425,5/7/2021,south
vermilion morsel,$4.99 ,462,5/7/2021,east
vermilion morsel,$4.99 ,490,5/7/2021,west
lapis morsel,$1.99 ,408,5/7/2021,north
lapis morsel,$1.99 ,436,5/7/2021,south
lapis morsel,$1.99 ,441,5/7/2021,east
lapis morsel,$1.99 ,441,5/7/2021,west
pink morsel,$5.00 ,418,5/8/2021,north
pink morsel,$5.00 ,498,5/8/2021,south
pink morsel,$5.00 ,440,5/8/2021,east
pink morsel,$5.00 ,409,5/8/2021,west
gold morsel,$9.99 ,463,5/8/2021,north
gold morsel,$9.99 ,439,5/8/2021,south
gold morsel,$9.99 ,409,5/8/2021,east
gold morsel,$9.99 ,432,5/8/2021,west
magenta morsel,$2.50 ,485,5/8/2021,north
magenta morsel,$2.50 ,474,5/8/2021,south
magenta morsel,$2.50 ,481,5/8/2021,east
magenta morsel,$2.50 ,422,5/8/2021,west
chartreuse morsel,$3.00 ,453,5/8/2021,north
chartreuse morsel,$3.00 ,448,5/8/2021,south
chartreuse morsel,$3.00 ,467,5/8/2021,east
chartreuse morsel,$3.00 ,479,5/8/2021,west
periwinkle morsel,$1.25 ,409,5/8/2021,north
periwinkle morsel,$1.25 ,431,5/8/2021,south
periwinkle morsel,$1.25 ,424,5/8/2021,east
periwinkle morsel,$1.25 ,425,5/8/2021,west
vermilion morsel,$4.99 ,422,5/8/2021,north
vermilion morsel,$4.99 ,409,5/8/2021,south
vermilion morsel,$4.99 ,416,5/8/2021,east
vermilion morsel,$4.99 ,442,5/8/2021,west
lapis morsel,$1.99 ,423,5/8/2021,north
lapis morsel,$1.99 ,487,5/8/2021,south
lapis morsel,$1.99 ,421,5/8/2021,east
lapis morsel,$1.99 ,490,5/8/2021,west
pink morsel,$5.00 ,428,5/9/2021,north
pink morsel,$5.00 ,423,5/9/2021,south
pink morsel,$5.00 ,409,5/9/2021,east
pink morsel,$5.00 ,477,5/9/2021,west
gold morsel,$9.99 ,407,5/9/2021,north
gold morsel,$9.99 ,464,5/9/2021,south
gold morsel,$9.99 ,469,5/9/2021,east
gold morsel,$9.99 ,476,5/9/2021,west
magenta morsel,$2.50 ,451,5/9/2021,north
magenta morsel,$2.50 ,415,5/9/2021,south
magenta morsel,$2.50 ,448,5/9/2021,east
magenta morsel,$2.50 ,419,5/9/2021,west
chartreuse morsel,$3.00 ,434,5/9/2021,north
chartreuse morsel,$3.00 ,448,5/9/2021,south
chartreuse morsel,$3.00 ,409,5/9/2021,east
chartreuse morsel,$3.00 ,416,5/9/2021,west
periwinkle morsel,$1.25 ,470,5/9/2021,north
periwinkle morsel,$1.25 ,440,5/9/2021,south
periwinkle morsel,$1.25 ,443,5/9/2021,east
periwinkle morsel,$1.25 ,400,5/9/2021,west
vermilion morsel,$4.99 ,439,5/9/2021,north
vermilion morsel,$4.99 ,401,5/9/2021,south
vermilion morsel,$4.99 ,490,5/9/2021,east
vermilion morsel,$4.99 ,470,5/9/2021,west
lapis morsel,$1.99 ,446,5/9/2021,north
lapis morsel,$1.99 ,481,5/9/2021,south
lapis morsel,$1.99 ,427,5/9/2021,east
lapis morsel,$1.99 ,401,5/9/2021,west
pink morsel,$5.00 ,450,5/10/2021,north
pink morsel,$5.00 ,465,5/10/2021,south
pink morsel,$5.00 ,465,5/10/2021,east
pink morsel,$5.00 ,480,5/10/2021,west
gold morsel,$9.99 ,469,5/10/2021,north
gold morsel,$9.99 ,488,5/10/2021,south
gold morsel,$9.99 ,451,5/10/2021,east
gold morsel,$9.99 ,451,5/10/2021,west
magenta morsel,$2.50 ,439,5/10/2021,north
magenta morsel,$2.50 ,424,5/10/2021,south
magenta morsel,$2.50 ,421,5/10/2021,east
magenta morsel,$2.50 ,431,5/10/2021,west
chartreuse morsel,$3.00 ,486,5/10/2021,north
chartreuse morsel,$3.00 ,461,5/10/2021,south
chartreuse morsel,$3.00 ,487,5/10/2021,east
chartreuse morsel,$3.00 ,454,5/10/2021,west
periwinkle morsel,$1.25 ,421,5/10/2021,north
periwinkle morsel,$1.25 ,492,5/10/2021,south
periwinkle morsel,$1.25 ,495,5/10/2021,east
periwinkle morsel,$1.25 ,475,5/10/2021,west
vermilion morsel,$4.99 ,475,5/10/2021,north
vermilion morsel,$4.99 ,412,5/10/2021,south
vermilion morsel,$4.99 ,470,5/10/2021,east
vermilion morsel,$4.99 ,437,5/10/2021,west
lapis morsel,$1.99 ,475,5/10/2021,north
lapis morsel,$1.99 ,407,5/10/2021,south
lapis morsel,$1.99 ,407,5/10/2021,east
lapis morsel,$1.99 ,438,5/10/2021,west
pink morsel,$5.00 ,424,5/11/2021,north
pink morsel,$5.00 ,433,5/11/2021,south
pink morsel,$5.00 ,435,5/11/2021,east
pink morsel,$5.00 ,438,5/11/2021,west
gold morsel,$9.99 ,454,5/11/2021,north
gold morsel,$9.99 ,406,5/11/2021,south
gold morsel,$9.99 ,417,5/11/2021,east
gold morsel,$9.99 ,412,5/11/2021,west
magenta morsel,$2.50 ,411,5/11/2021,north
magenta morsel,$2.50 ,475,5/11/2021,south
magenta morsel,$2.50 ,485,5/11/2021,east
magenta morsel,$2.50 ,494,5/11/2021,west
chartreuse morsel,$3.00 ,438,5/11/2021,north
chartreuse morsel,$3.00 ,472,5/11/2021,south
chartreuse morsel,$3.00 ,429,5/11/2021,east
chartreuse morsel,$3.00 ,418,5/11/2021,west
periwinkle morsel,$1.25 ,493,5/11/2021,north
periwinkle morsel,$1.25 ,435,5/11/2021,south
periwinkle morsel,$1.25 ,486,5/11/2021,east
periwinkle morsel,$1.25 ,416,5/11/2021,west
vermilion morsel,$4.99 ,490,5/11/2021,north
vermilion morsel,$4.99 ,470,5/11/2021,south
vermilion morsel,$4.99 ,466,5/11/2021,east
vermilion morsel,$4.99 ,418,5/11/2021,west
lapis morsel,$1.99 ,408,5/11/2021,north
lapis morsel,$1.99 ,452,5/11/2021,south
lapis morsel,$1.99 ,462,5/11/2021,east
lapis morsel,$1.99 ,496,5/11/2021,west
pink morsel,$5.00 ,431,5/12/2021,north
pink morsel,$5.00 ,465,5/12/2021,south
pink morsel,$5.00 ,405,5/12/2021,east
pink morsel,$5.00 ,491,5/12/2021,west
gold morsel,$9.99 ,449,5/12/2021,north
gold morsel,$9.99 ,473,5/12/2021,south
gold morsel,$9.99 ,489,5/12/2021,east
gold morsel,$9.99 ,406,5/12/2021,west
magenta morsel,$2.50 ,486,5/12/2021,north
magenta morsel,$2.50 ,414,5/12/2021,south
magenta morsel,$2.50 ,417,5/12/2021,east
magenta morsel,$2.50 ,463,5/12/2021,west
chartreuse morsel,$3.00 ,401,5/12/2021,north
chartreuse morsel,$3.00 ,495,5/12/2021,south
chartreuse morsel,$3.00 ,480,5/12/2021,east
chartreuse morsel,$3.00 ,449,5/12/2021,west
periwinkle morsel,$1.25 ,407,5/12/2021,north
periwinkle morsel,$1.25 ,415,5/12/2021,south
periwinkle morsel,$1.25 ,494,5/12/2021,east
periwinkle morsel,$1.25 ,485,5/12/2021,west
vermilion morsel,$4.99 ,448,5/12/2021,north
vermilion morsel,$4.99 ,496,5/12/2021,south
vermilion morsel,$4.99 ,412,5/12/2021,east
vermilion morsel,$4.99 ,462,5/12/2021,west
lapis morsel,$1.99 ,475,5/12/2021,north
lapis morsel,$1.99 ,418,5/12/2021,south
lapis morsel,$1.99 ,480,5/12/2021,east
lapis morsel,$1.99 ,474,5/12/2021,west
pink morsel,$5.00 ,466,5/13/2021,north
pink morsel,$5.00 ,442,5/13/2021,south
pink morsel,$5.00 ,402,5/13/2021,east
pink morsel,$5.00 ,464,5/13/2021,west
gold morsel,$9.99 ,469,5/13/2021,north
gold morsel,$9.99 ,429,5/13/2021,south
gold morsel,$9.99 ,406,5/13/2021,east
gold morsel,$9.99 ,403,5/13/2021,west
magenta morsel,$2.50 ,436,5/13/2021,north
magenta morsel,$2.50 ,423,5/13/2021,south
magenta morsel,$2.50 ,424,5/13/2021,east
magenta morsel,$2.50 ,450,5/13/2021,west
chartreuse morsel,$3.00 ,428,5/13/2021,north
chartreuse morsel,$3.00 ,485,5/13/2021,south
chartreuse morsel,$3.00 ,416,5/13/2021,east
chartreuse morsel,$3.00 ,402,5/13/2021,west
periwinkle morsel,$1.25 ,415,5/13/2021,north
periwinkle morsel,$1.25 ,488,5/13/2021,south
periwinkle morsel,$1.25 ,406,5/13/2021,east
periwinkle morsel,$1.25 ,480,5/13/2021,west
vermilion morsel,$4.99 ,499,5/13/2021,north
vermilion morsel,$4.99 ,417,5/13/2021,south
vermilion morsel,$4.99 ,449,5/13/2021,east
vermilion morsel,$4.99 ,498,5/13/2021,west
lapis morsel,$1.99 ,433,5/13/2021,north
lapis morsel,$1.99 ,443,5/13/2021,south
lapis morsel,$1.99 ,445,5/13/2021,east
lapis morsel,$1.99 ,481,5/13/2021,west
pink morsel,$5.00 ,427,5/14/2021,north
pink morsel,$5.00 ,500,5/14/2021,south
pink morsel,$5.00 ,428,5/14/2021,east
pink morsel,$5.00 ,438,5/14/2021,west
gold morsel,$9.99 ,401,5/14/2021,north
gold morsel,$9.99 ,465,5/14/2021,south
gold morsel,$9.99 ,458,5/14/2021,east
gold morsel,$9.99 ,490,5/14/2021,west
magenta morsel,$2.50 ,486,5/14/2021,north
magenta morsel,$2.50 ,466,5/14/2021,south
magenta morsel,$2.50 ,456,5/14/2021,east
magenta morsel,$2.50 ,453,5/14/2021,west
chartreuse morsel,$3.00 ,451,5/14/2021,north
chartreuse morsel,$3.00 ,438,5/14/2021,south
chartreuse morsel,$3.00 ,455,5/14/2021,east
chartreuse morsel,$3.00 ,434,5/14/2021,west
periwinkle morsel,$1.25 ,460,5/14/2021,north
periwinkle morsel,$1.25 ,489,5/14/2021,south
periwinkle morsel,$1.25 ,441,5/14/2021,east
periwinkle morsel,$1.25 ,479,5/14/2021,west
vermilion morsel,$4.99 ,406,5/14/2021,north
vermilion morsel,$4.99 ,467,5/14/2021,south
vermilion morsel,$4.99 ,500,5/14/2021,east
vermilion morsel,$4.99 ,475,5/14/2021,west
lapis morsel,$1.99 ,494,5/14/2021,north
lapis morsel,$1.99 ,486,5/14/2021,south
lapis morsel,$1.99 ,420,5/14/2021,east
lapis morsel,$1.99 ,435,5/14/2021,west
pink morsel,$5.00 ,448,5/15/2021,north
pink morsel,$5.00 ,436,5/15/2021,south
pink morsel,$5.00 ,404,5/15/2021,east
pink morsel,$5.00 ,478,5/15/2021,west
gold morsel,$9.99 ,418,5/15/2021,north
gold morsel,$9.99 ,426,5/15/2021,south
gold morsel,$9.99 ,424,5/15/2021,east
gold morsel,$9.99 ,407,5/15/2021,west
magenta morsel,$2.50 ,484,5/15/2021,north
magenta morsel,$2.50 ,476,5/15/2021,south
magenta morsel,$2.50 ,493,5/15/2021,east
magenta morsel,$2.50 ,405,5/15/2021,west
chartreuse morsel,$3.00 ,415,5/15/2021,north
chartreuse morsel,$3.00 ,492,5/15/2021,south
chartreuse morsel,$3.00 ,498,5/15/2021,east
chartreuse morsel,$3.00 ,422,5/15/2021,west
periwinkle morsel,$1.25 ,480,5/15/2021,north
periwinkle morsel,$1.25 ,447,5/15/2021,south
periwinkle morsel,$1.25 ,414,5/15/2021,east
periwinkle morsel,$1.25 ,419,5/15/2021,west
vermilion morsel,$4.99 ,405,5/15/2021,north
vermilion morsel,$4.99 ,453,5/15/2021,south
vermilion morsel,$4.99 ,410,5/15/2021,east
vermilion morsel,$4.99 ,448,5/15/2021,west
lapis morsel,$1.99 ,490,5/15/2021,north
lapis morsel,$1.99 ,436,5/15/2021,south
lapis morsel,$1.99 ,464,5/15/2021,east
lapis morsel,$1.99 ,468,5/15/2021,west
pink morsel,$5.00 ,475,5/16/2021,north
pink morsel,$5.00 ,410,5/16/2021,south
pink morsel,$5.00 ,416,5/16/2021,east
pink morsel,$5.00 ,411,5/16/2021,west
gold morsel,$9.99 ,420,5/16/2021,north
gold morsel,$9.99 ,471,5/16/2021,south
gold morsel,$9.99 ,419,5/16/2021,east
gold morsel,$9.99 ,417,5/16/2021,west
magenta morsel,$2.50 ,481,5/16/2021,north
magenta morsel,$2.50 ,463,5/16/2021,south
magenta morsel,$2.50 ,437,5/16/2021,east
magenta morsel,$2.50 ,415,5/16/2021,west
chartreuse morsel,$3.00 ,452,5/16/2021,north
chartreuse morsel,$3.00 ,492,5/16/2021,south
chartreuse morsel,$3.00 ,499,5/16/2021,east
chartreuse morsel,$3.00 ,442,5/16/2021,west
periwinkle morsel,$1.25 ,485,5/16/2021,north
periwinkle morsel,$1.25 ,401,5/16/2021,south
periwinkle morsel,$1.25 ,496,5/16/2021,east
periwinkle morsel,$1.25 ,460,5/16/2021,west
vermilion morsel,$4.99 ,446,5/16/2021,north
vermilion morsel,$4.99 ,424,5/16/2021,south
vermilion morsel,$4.99 ,436,5/16/2021,east
vermilion morsel,$4.99 ,469,5/16/2021,west
lapis morsel,$1.99 ,456,5/16/2021,north
lapis morsel,$1.99 ,405,5/16/2021,south
lapis morsel,$1.99 ,469,5/16/2021,east
lapis morsel,$1.99 ,440,5/16/2021,west
pink morsel,$5.00 ,404,5/17/2021,north
pink morsel,$5.00 ,494,5/17/2021,south
pink morsel,$5.00 ,444,5/17/2021,east
pink morsel,$5.00 ,451,5/17/2021,west
gold morsel,$9.99 ,432,5/17/2021,north
gold morsel,$9.99 ,426,5/17/2021,south
gold morsel,$9.99 ,428,5/17/2021,east
gold morsel,$9.99 ,444,5/17/2021,west
magenta morsel,$2.50 ,442,5/17/2021,north
magenta morsel,$2.50 ,479,5/17/2021,south
magenta morsel,$2.50 ,406,5/17/2021,east
magenta morsel,$2.50 ,424,5/17/2021,west
chartreuse morsel,$3.00 ,436,5/17/2021,north
chartreuse morsel,$3.00 ,456,5/17/2021,south
chartreuse morsel,$3.00 ,427,5/17/2021,east
chartreuse morsel,$3.00 ,408,5/17/2021,west
periwinkle morsel,$1.25 ,460,5/17/2021,north
periwinkle morsel,$1.25 ,448,5/17/2021,south
periwinkle morsel,$1.25 ,469,5/17/2021,east
periwinkle morsel,$1.25 ,488,5/17/2021,west
vermilion morsel,$4.99 ,409,5/17/2021,north
vermilion morsel,$4.99 ,445,5/17/2021,south
vermilion morsel,$4.99 ,426,5/17/2021,east
vermilion morsel,$4.99 ,457,5/17/2021,west
lapis morsel,$1.99 ,419,5/17/2021,north
lapis morsel,$1.99 ,492,5/17/2021,south
lapis morsel,$1.99 ,405,5/17/2021,east
lapis morsel,$1.99 ,461,5/17/2021,west
pink morsel,$5.00 ,437,5/18/2021,north
pink morsel,$5.00 ,491,5/18/2021,south
pink morsel,$5.00 ,454,5/18/2021,east
pink morsel,$5.00 ,483,5/18/2021,west
gold morsel,$9.99 ,472,5/18/2021,north
gold morsel,$9.99 ,422,5/18/2021,south
gold morsel,$9.99 ,499,5/18/2021,east
gold morsel,$9.99 ,437,5/18/2021,west
magenta morsel,$2.50 ,450,5/18/2021,north
magenta morsel,$2.50 ,480,5/18/2021,south
magenta morsel,$2.50 ,400,5/18/2021,east
magenta morsel,$2.50 ,416,5/18/2021,west
chartreuse morsel,$3.00 ,486,5/18/2021,north
chartreuse morsel,$3.00 ,440,5/18/2021,south
chartreuse morsel,$3.00 ,407,5/18/2021,east
chartreuse morsel,$3.00 ,433,5/18/2021,west
periwinkle morsel,$1.25 ,477,5/18/2021,north
periwinkle morsel,$1.25 ,500,5/18/2021,south
periwinkle morsel,$1.25 ,482,5/18/2021,east
periwinkle morsel,$1.25 ,459,5/18/2021,west
vermilion morsel,$4.99 ,420,5/18/2021,north
vermilion morsel,$4.99 ,459,5/18/2021,south
vermilion morsel,$4.99 ,418,5/18/2021,east
vermilion morsel,$4.99 ,449,5/18/2021,west
lapis morsel,$1.99 ,443,5/18/2021,north
lapis morsel,$1.99 ,497,5/18/2021,south
lapis morsel,$1.99 ,436,5/18/2021,east
lapis morsel,$1.99 ,412,5/18/2021,west
pink morsel,$5.00 ,480,5/19/2021,north
pink morsel,$5.00 ,460,5/19/2021,south
pink morsel,$5.00 ,435,5/19/2021,east
pink morsel,$5.00 ,404,5/19/2021,west
gold morsel,$9.99 ,479,5/19/2021,north
gold morsel,$9.99 ,427,5/19/2021,south
gold morsel,$9.99 ,458,5/19/2021,east
gold morsel,$9.99 ,483,5/19/2021,west
magenta morsel,$2.50 ,442,5/19/2021,north
magenta morsel,$2.50 ,482,5/19/2021,south
magenta morsel,$2.50 ,456,5/19/2021,east
magenta morsel,$2.50 ,406,5/19/2021,west
chartreuse morsel,$3.00 ,453,5/19/2021,north
chartreuse morsel,$3.00 ,485,5/19/2021,south
chartreuse morsel,$3.00 ,483,5/19/2021,east
chartreuse morsel,$3.00 ,430,5/19/2021,west
periwinkle morsel,$1.25 ,447,5/19/2021,north
periwinkle morsel,$1.25 ,409,5/19/2021,south
periwinkle morsel,$1.25 ,455,5/19/2021,east
periwinkle morsel,$1.25 ,453,5/19/2021,west
vermilion morsel,$4.99 ,473,5/19/2021,north
vermilion morsel,$4.99 ,419,5/19/2021,south
vermilion morsel,$4.99 ,404,5/19/2021,east
vermilion morsel,$4.99 ,464,5/19/2021,west
lapis morsel,$1.99 ,478,5/19/2021,north
lapis morsel,$1.99 ,453,5/19/2021,south
lapis morsel,$1.99 ,447,5/19/2021,east
lapis morsel,$1.99 ,463,5/19/2021,west
pink morsel,$5.00 ,439,5/20/2021,north
pink morsel,$5.00 ,410,5/20/2021,south
pink morsel,$5.00 ,411,5/20/2021,east
pink morsel,$5.00 ,460,5/20/2021,west
gold morsel,$9.99 ,454,5/20/2021,north
gold morsel,$9.99 ,480,5/20/2021,south
gold morsel,$9.99 ,423,5/20/2021,east
gold morsel,$9.99 ,493,5/20/2021,west
magenta morsel,$2.50 ,487,5/20/2021,north
magenta morsel,$2.50 ,478,5/20/2021,south
magenta morsel,$2.50 ,470,5/20/2021,east
magenta morsel,$2.50 ,416,5/20/2021,west
chartreuse morsel,$3.00 ,451,5/20/2021,north
chartreuse morsel,$3.00 ,401,5/20/2021,south
chartreuse morsel,$3.00 ,474,5/20/2021,east
chartreuse morsel,$3.00 ,449,5/20/2021,west
